292445041,237780990,218291028,
1216999211,1199669719,925836513,
4955793855,4946388834,4909068897,
14398071034,14496574263,14511268244,
33347280825,33187977692,32495515259,
66237082195,60184075741,60565282346,
112595363581,115641658812,114524755081,
185700115764,176277931414,175034578244,
285109946466,284919201314,284561923020,
455134469835,469684378141,472398433941,
