5455255,578547,575572,767856,583933,616241,570502,533934,557526,650933,694108,533283,550677,546927,542211,599321,322972,354675,314910,311929,288872,278411,255532,294815,314131,309245,286766,320828,247614,245122,263547,302481,277868,276663,275647,280887,308795,332207,272347,284134,269114,265955,270328,270125,269456,268192,276268,275176,346618,312399,
6852167,5154972,5438020,3776790,4366590,4096421,3955106,3882946,3965768,3959940,3926042,3926943,3882517,3852025,3816527,3818778,3745132,3912353,3824764,3944967,2825019,1989223,2067681,3403182,2127550,3769751,3456396,2111606,1990170,2078819,2210805,2687326,2962508,1480648,1643931,1655367,1591514,1621347,1909240,1618369,1809506,1636982,1627564,1582275,1567889,1784643,1608402,1634137,1640210,1627058,
3979056,3928912,4641218,4009619,3990188,3869219,4357685,6726454,6765038,4098042,5381133,9329112,4298866,5272120,3780349,3949933,4291836,3771085,3683820,3720530,3764783,4058966,2880872,2817615,2803535,2790651,2825011,3040838,3608092,2811703,2916048,3484458,4158522,3242488,3025432,2992227,2876230,3912957,2833167,2788509,2772840,2977676,2876868,2785357,2798346,2801939,2802730,2844007,2863727,2786130,
6356005,6367393,6482116,6448322,6405934,6358541,8365366,8305677,9043061,6801380,8263558,6462034,6712180,6718455,6659070,6682542,6624588,6576278,6661330,6668473,7447447,7606738,9072229,6844361,7990686,6876022,6862357,6557530,6910657,6705715,6696189,6957557,6837118,6836109,7049302,10447026,7649153,9078553,6137034,5729456,5751048,6516969,8112874,6199904,6457179,6113989,6186698,6233330,6188355,9914964,
10457065,10696436,10543038,10281731,10349147,10172166,10275888,10118941,16526791,12812822,12296795,11063705,10406259,10527493,10430472,10560302,12281613,15965907,12481852,10900873,10235465,10287107,10248949,10324918,10445775,13875888,11949619,12397794,16023695,9798314,9732966,9666077,9615409,9969838,14841448,9944183,11659303,9919563,9665392,9758455,9770594,9935141,10081611,11644915,13222054,11763241,10263540,9906741,9949939,10155289,
15326060,19957732,20311053,30109398,27435182,29783534,29366419,27617596,26838714,27399047,22359309,20519236,21114985,18216824,15873679,13993360,13711520,14105872,12413683,12367504,16498782,14717713,12649387,12041186,12215399,11991541,12175628,12020305,13132124,14051484,12138700,11860837,11950926,11841638,12012058,12493258,13142404,13328802,12014075,12233874,12157547,12107451,12191529,12172976,13128268,12877061,12210152,12413194,12083095,12452704,
19051098,18540614,17635622,16651904,16811249,18374549,20943894,18382970,17368321,16948492,16907733,17574914,20334247,18241817,16611373,19188419,17159025,16842024,20021593,17231660,16997631,16630673,17102339,18519319,19368208,17171980,16830565,17202977,16614438,20403525,18390753,16660548,17250639,16831123,16814509,19874350,17177119,17371930,17034020,16837216,17568441,18844371,17025360,16947406,16988667,16961658,21673948,17625424,16770343,16652930,
24397988,28320578,25986386,25789235,30628792,27630226,25012667,25834786,32376804,24733137,24696277,23745051,26965874,25264319,23774778,23370533,27215740,25397846,24156178,24257177,28109637,24486534,23777619,23910644,24336825,26120388,24041939,23583528,25395824,26164943,23672417,27256936,25077316,25584913,23539522,23075728,23810055,25973473,23930787,23745116,23931168,28150882,23695063,25771018,23324484,28319845,23337618,23742264,23248681,28216698,
31241867,31548045,37136511,37937566,31945244,34580204,32339353,31703938,33705327,30619863,29817402,35835103,33731379,29606494,34961629,30454719,29871950,34105391,30421449,30349272,32872980,30869046,30021366,33766097,31354999,30154415,30550200,33980290,30165208,29879581,34687140,32351686,30133620,34379314,30446941,30061917,31246505,31605545,30313027,31707323,33778139,30575342,33327641,32180765,30491340,30317489,32904598,30517813,29831169,37113372,
39742191,44325020,43480885,41379629,42765692,41713277,49053393,38131241,41093566,40208873,39561750,43462652,38285692,42323413,40874758,37002783,42106945,38082615,39423909,38609367,37427803,45743782,38219629,41444080,38154730,37192280,41067773,37523936,39448297,39743991,37117154,41442356,38335619,38347510,38986028,37503268,39783134,35669032,37364885,42188287,37612684,39297765,38266693,36777595,41366554,38616937,38303111,39729027,38302805,40615671,
