10416909,1699784,1825464,1808031,1987007,1163989,1077423,1028253,1006036,1012365,1018159,1034801,976597,1079032,1034817,1119957,1516189,1097736,1061767,1101907,1177618,1023786,1216147,1404444,1536139,1013360,1071340,1129039,1586819,1586394,1135719,1015047,1042723,1010814,1119467,1025797,1259958,1072784,1063649,1293759,1203857,1179190,1733888,2196241,1423010,1079812,1441925,1253513,1248045,1351498,
1703756,4273401,4820878,3482384,2608818,2518791,3247800,3907566,3286505,3703103,3112413,1908323,2202580,2474086,1897969,1453842,1856741,1943760,1939056,1929807,2930649,2049312,1931476,1951631,1938220,1980263,1964298,2015418,2000753,1991496,1957757,1859016,1911367,1927998,2323461,2071772,1935823,1903985,1905343,1957040,1879981,1880893,1836644,1917612,2054281,2228142,2011450,2061718,2116210,2214652,
3108936,4291893,3095655,3203585,3526180,3059503,3519625,3468968,3078603,2963867,2859194,3818282,2775788,2729455,2710971,2665152,2402374,2460553,2559272,2491221,2465441,2351691,2524348,2435141,2510349,2407343,2357816,2385935,2307005,2417654,2398849,2411715,3037690,2445365,2380593,2516709,2527132,3657835,2577597,2636219,2519470,2495392,2622659,2656504,2905601,2647300,2400675,2372969,2525397,3126602,
4136902,4572507,4030250,4435242,4029079,3904651,4007190,4059819,4271597,4190842,4064471,4577194,4207694,7850088,4656170,4479273,19683477,11322640,4903808,8433195,4268639,4661696,4929496,4852413,3634805,2210103,2091251,8400860,2362645,2228550,2533410,4394610,2676693,2363708,2190003,2177595,2626232,2266023,2125576,2331790,2375991,2282141,2919161,3923803,4497082,2672220,2098834,2122513,2129768,2144130,
3541488,3268584,3706652,3631402,3602969,3570131,3199190,3310593,5173770,6011731,3497510,5033183,3274619,3333839,3042893,3487050,3119766,3150753,3212225,3140796,3573719,6071389,5908523,3469396,5210108,5486222,3523643,3904326,5291997,3589298,3230202,3685068,4052885,6107660,4732179,3634008,4453535,3060307,3218046,3570877,3412076,3478038,3308303,3156401,3248946,3105908,4779795,4200765,3125838,3174952,
5107355,6642091,4992899,4694921,5800434,9691000,9050018,4071548,3582294,3857872,5503127,3839125,4033075,3816928,3697498,3691437,3464256,3777536,3809963,3727336,3588866,3475926,3525213,3485665,3464872,46688909,4254374,6289189,4822835,3509293,3221417,3238605,3281461,3231339,4183511,4764380,3284263,3349723,3626677,3872858,3248123,3280030,3258814,3201979,4756824,4093246,3235144,6664761,3084976,3768670,
5170614,6532151,5395255,5858371,6347726,5583524,8192950,7630926,4930234,9841503,6691306,9038580,5861165,6199935,6197707,6455435,6713480,6696446,5301833,6120719,6837179,10134457,7656563,9413390,6570422,7071802,5395982,6568212,5703885,5793995,6110132,6763974,8624163,7990918,5780865,7639373,5595919,5583791,8036586,8357249,7341157,5360406,5965673,5539469,7140540,6722072,5742845,4976492,6928642,5055947,
6342556,6460877,6691766,10103921,7369777,7020186,7749292,6447654,8149233,7568292,7808862,7034363,7758306,6630787,6506799,6262449,8119825,6369563,6156064,6127493,7545566,6051210,8807338,7348705,8252774,6944049,6726563,6092587,6951116,6354914,6187898,9448977,6561882,6178071,7932208,5987239,7754326,8875084,11712814,6985510,9279944,7051370,6320515,6179327,10027056,6056510,6790338,7392001,6494063,9662976,
8459264,10075747,8677426,7948901,10419071,8073957,9771775,8349274,9723199,8814950,15149486,9879754,8362887,8976805,9311418,9861479,11865103,8178091,10786883,8803457,9154912,7499979,7540968,7491042,7390919,7604056,10376722,10554434,11231275,9592552,7497066,7870730,6944369,7469508,6851461,7168941,7476670,7538278,10838705,9438295,11558758,9599968,8052794,8356421,7773895,7468584,7708548,10981123,8609686,10826804,
14865199,13079811,12506685,9929970,10690773,13037838,14249114,11493006,13308556,14244154,12340340,11527732,15908552,18570369,12153258,13123877,11789956,11772319,14654681,12020812,15879936,17119911,12891951,11803406,11226989,11384430,12990207,12205907,12471401,12252798,9166188,9464692,10202073,9178662,9862345,8265204,9704641,9732541,8821267,10346124,7683792,8582693,7904560,9582118,9694862,9362653,7457822,7669668,8790096,8393103,
15533633,15474276,14204488,13538357,16684273,16325898,14343412,14408614,13286709,11360930,9217062,11246071,16503944,10268536,10495727,11001542,10935591,9452874,9405328,9500736,11589619,14006217,11782111,13276958,12806275,10487742,9393686,14578515,12218522,12805274,12071857,14802519,13728603,10661294,10012948,12187643,12485614,12714854,14108355,15148601,13460756,10277662,10103032,14184890,10454095,13832819,14864516,13393654,16478190,13435492,
20493049,15415718,14939027,16829696,14859368,18673842,15921325,10708969,13044235,11738866,12139214,26866293,15581289,15934355,13421526,12099182,12180792,12353722,12189605,13588591,15635225,15128761,15044446,15849701,14402055,11451007,9914737,8163653,8417503,9798423,9555066,7089846,8071650,7549005,7781370,9160313,12023024,12562285,11530914,13125554,13093325,11686271,11185546,10622264,13455011,12181750,12383671,13019383,14114152,10507277,
19779225,14797141,15233828,14195252,12854981,14769190,17526864,17048343,13952038,16898160,14576854,14606606,14104287,14843515,14944326,16053432,21706333,23992254,21973768,17465952,22635297,17674789,17328957,17214138,18468611,16765013,15924515,12319711,11334915,14146498,15091573,9672626,10196905,12982084,13231784,9168003,9724053,9660071,9165807,9604754,9385445,9607755,9770335,13445707,12709697,9795455,9249352,9529153,9525380,9528492,
18095255,15953197,13622162,13495220,13103350,13622310,14615105,16687162,15025624,14055892,14746569,15235367,15289692,13818769,15902977,15686286,17657745,14779180,13197427,11600022,11667428,13946196,13037099,11727921,11144674,14564867,13423478,11565060,11142836,14687468,13632332,11874225,11030891,15458847,14994378,14327747,13361900,14530080,12110934,11445718,10961793,13496723,14169507,13989074,14719389,16199720,14154434,11913194,11392665,11964161,
21039625,17984256,16803452,16853911,16545441,21356500,18178623,16289323,15828220,21563565,15679267,16299524,16273581,16193093,14141623,16161231,15731158,17216402,15144968,13880824,17046550,14232217,15438178,17505996,16272835,13935499,13255034,13828139,13743396,15449874,19417182,13952960,13766703,13331923,14034991,13785737,16874306,18103503,14398893,17858947,15500189,14010458,13904742,18032986,13261619,13669378,17835369,15745938,13772085,14212971,
18796802,18867803,19799017,19109673,18228369,19017214,19250117,17647678,19919588,18930781,18781012,21193779,17538348,21851174,21708793,19364378,16938120,16780814,20649430,20142517,19279053,17847401,16564532,17589952,23257649,20108211,17383606,19683386,20519140,21343817,17424495,16894380,18652835,18989140,22314752,19548310,22334994,17601701,17970859,20741685,18842078,17726512,19623249,16006085,17057898,19787011,17403469,17660041,18260126,16423853,
25032348,21168318,24091138,23308339,24115190,23175537,23638238,28857708,22194648,21596792,28759107,30056712,21891304,21602826,21654217,29588788,21573426,32425229,21730391,21149294,18964036,18324572,20369360,22013856,21109650,18379957,19408963,19629150,22807895,21129176,19154408,18508530,19790768,24045295,20237929,20426874,21095800,21362661,24723605,20797720,20603426,22560914,18622394,27895572,21480444,18819713,18578468,19742353,23474541,20575345,
28907535,25113712,22691211,23735986,29454944,25336666,24792322,27394613,24540389,22683805,25399763,27715167,25271377,22206342,25402133,29979593,24987808,21911657,24244789,28510645,25623062,21791287,23713593,28150303,25090346,24592050,24370251,24218557,26191318,30513136,23469319,24094549,24661969,26551117,24532879,25078906,23128866,23693892,23045959,23120333,26042221,23171839,23742424,21552785,26781800,24354843,21291620,21533437,25988856,23489766,
33411596,29450786,30063067,37299419,38309314,27447654,28838846,27663430,26884525,24083636,29149747,28761926,24197736,26293135,26803013,29043411,25656914,34861093,24902653,24471552,25716043,30173043,24656505,24083227,26498123,30077167,24999767,27022023,28712653,27035075,25371218,28569023,30990825,29210819,24689040,25016620,33233925,25124313,24256561,27113133,28827719,26477471,28282548,31855564,24960372,24871948,30153371,28175088,24432009,26804323,
32846259,36170831,35025787,33036761,35098922,44059970,27585988,34165489,30093484,30682566,35743134,31240026,27938939,35479131,28431496,31271329,32742350,30108962,30701551,31013142,33089240,27616698,26906566,35372026,27918816,29324389,31910298,30253881,29244316,31126120,30310188,27717453,84049688,27889621,29521305,32236227,31682852,30003880,32766177,31604925,30067446,32997192,33250604,28069083,29652959,33545960,29905352,31631513,30337915,27574871,
35164551,55227306,33225608,33536839,36796717,33740918,33902068,33871339,33838380,34933049,39431786,31284066,35048704,38463465,31328251,35515411,33749442,31629722,36145463,32119418,33094270,37418168,30979607,31719612,35586769,43147414,33022243,34697405,33364347,33959372,35559078,31718470,34105933,37507711,35456860,30917201,38511940,35186068,32006817,39354993,33717973,33870480,36990533,31695870,33929355,37235767,31939912,37917778,34094844,32952426,
46882325,39579555,43354173,43482763,43121183,42730561,43377589,44307086,41439450,39475186,48125788,39830339,53168819,39214738,43830263,48549824,42340301,37254619,37119580,38274414,36403921,39781211,43244335,36727953,42570894,40658261,35512781,40181636,38193056,39046980,37250838,43204215,38488206,35943930,40143255,41294799,114628050,36688076,44208606,35012830,43343288,38378986,38098107,42523455,34566165,35307433,44261788,36642768,43361595,36547714,
47024431,62168820,43154546,40472294,41474445,41719989,44989456,42068088,44943784,39743462,47316579,41143990,44181597,42258229,55952379,54908685,58897649,57855781,56746703,55319522,61629833,66416161,54136857,56968456,49258996,57300890,55816475,55457326,53643988,53033816,53594243,53873559,47214723,43092803,41696173,43694365,44160900,43795893,38204728,42716984,42968859,38963023,44980653,37714735,45023466,38639230,42148104,40744049,45475271,46857639,
